sample_id,image_path,parchment_tone,ink_family,stroke_width_px,scan_gain,difficulty_tier,visual_variant,degradation_label,edge_bleed_score,reverse_showthrough_score,pigment_loss_score
raw_ms_02558,images/raw_ms_02558.png,warm,carbon,7,0.873,easy,low_contrast,bleed_through,0.0,1.133,0.0
raw_ms_02559,images/raw_ms_02559.png,foxed,carbon,4,1.062,hard,low_contrast,salt_bloom,0.0,0.077,0.205
raw_ms_02560,images/raw_ms_02560.png,cool,sepia,5,0.983,medium,foxed_noise,stable_ink,0.028,0.0,0.0
raw_ms_02561,images/raw_ms_02561.png,neutral,carbon,6,0.951,medium,scanner_jitter,salt_bloom,0.0,0.0,0.189
raw_ms_02562,images/raw_ms_02562.png,foxed,iron_gall,9,1.085,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02563,images/raw_ms_02563.png,neutral,iron_gall,6,1.023,easy,standard,salt_bloom,0.0,0.0,0.306
raw_ms_02564,images/raw_ms_02564.png,foxed,sepia,5,1.043,hard,mixed_artifact,stable_ink,0.0,0.083,0.048
raw_ms_02565,images/raw_ms_02565.png,neutral,mixed,4,0.875,hard,standard,abrasion,0.06,0.06,0.302
raw_ms_02566,images/raw_ms_02566.png,neutral,sepia,4,0.912,medium,standard,bleed_through,0.0,0.558,0.018
raw_ms_02567,images/raw_ms_02567.png,cool,mixed,7,0.86,medium,standard,salt_bloom,0.0,0.019,0.184
raw_ms_02568,images/raw_ms_02568.png,warm,mixed,8,1.019,medium,scanner_jitter,stable_ink,0.032,0.0,0.0
raw_ms_02569,images/raw_ms_02569.png,warm,carbon,7,1.097,hard,mixed_artifact,bleed_through,0.064,0.412,0.064
raw_ms_02570,images/raw_ms_02570.png,warm,mixed,7,0.9,hard,mixed_artifact,bleed_through,0.072,0.442,0.072
raw_ms_02571,images/raw_ms_02571.png,warm,iron_gall,5,0.94,hard,mixed_artifact,bleed_through,0.0,0.245,0.083
raw_ms_02572,images/raw_ms_02572.png,warm,sepia,9,0.972,medium,low_contrast,salt_bloom,0.0,0.0,0.188
raw_ms_02573,images/raw_ms_02573.png,neutral,sepia,9,1.036,medium,scanner_jitter,feathering,0.866,0.0,0.032
raw_ms_02574,images/raw_ms_02574.png,cool,iron_gall,7,1.107,easy,standard,bleed_through,0.0,0.959,0.0
raw_ms_02575,images/raw_ms_02575.png,warm,mixed,4,1.076,easy,standard,salt_bloom,0.0,0.0,0.301
raw_ms_02576,images/raw_ms_02576.png,foxed,sepia,5,0.94,hard,scanner_jitter,feathering,0.548,0.0,0.056
raw_ms_02577,images/raw_ms_02577.png,neutral,sepia,7,1.11,hard,low_contrast,stable_ink,0.071,0.071,0.0
raw_ms_02578,images/raw_ms_02578.png,cool,mixed,7,0.863,hard,mixed_artifact,bleed_through,0.0,0.618,0.052
raw_ms_02579,images/raw_ms_02579.png,warm,iron_gall,4,1.069,easy,standard,salt_bloom,0.0,0.0,0.357
raw_ms_02580,images/raw_ms_02580.png,neutral,iron_gall,7,0.978,medium,foxed_noise,feathering,0.812,0.0,0.026
raw_ms_02581,images/raw_ms_02581.png,foxed,carbon,4,0.949,medium,mixed_artifact,bleed_through,0.0,0.535,0.014
raw_ms_02582,images/raw_ms_02582.png,neutral,iron_gall,5,0.962,easy,standard,salt_bloom,0.0,0.0,0.349
raw_ms_02583,images/raw_ms_02583.png,warm,sepia,4,1.082,hard,mixed_artifact,abrasion,0.064,0.0,0.435
raw_ms_02584,images/raw_ms_02584.png,cool,iron_gall,6,1.065,hard,mixed_artifact,abrasion,0.0,0.051,0.569
raw_ms_02585,images/raw_ms_02585.png,foxed,sepia,6,0.879,hard,foxed_noise,salt_bloom,0.051,0.0,0.102
raw_ms_02586,images/raw_ms_02586.png,cool,iron_gall,5,1.034,medium,standard,abrasion,0.0,0.022,0.49
raw_ms_02587,images/raw_ms_02587.png,neutral,sepia,5,1.12,medium,scanner_jitter,stable_ink,0.0,0.026,0.0
raw_ms_02588,images/raw_ms_02588.png,neutral,carbon,7,0.903,medium,low_contrast,feathering,0.768,0.024,0.0
raw_ms_02589,images/raw_ms_02589.png,warm,iron_gall,4,1.02,easy,standard,feathering,1.138,0.0,0.0
raw_ms_02590,images/raw_ms_02590.png,neutral,iron_gall,5,1.005,hard,low_contrast,salt_bloom,0.069,0.069,0.207
raw_ms_02591,images/raw_ms_02591.png,warm,iron_gall,8,1.108,medium,scanner_jitter,salt_bloom,0.026,0.0,0.299
raw_ms_02592,images/raw_ms_02592.png,cool,iron_gall,6,0.909,hard,scanner_jitter,stable_ink,0.0,0.054,0.031
raw_ms_02593,images/raw_ms_02593.png,warm,sepia,6,1.012,medium,mixed_artifact,abrasion,0.0,0.0,0.587
raw_ms_02594,images/raw_ms_02594.png,warm,carbon,6,0.883,hard,foxed_noise,feathering,0.375,0.051,0.051
raw_ms_02595,images/raw_ms_02595.png,neutral,mixed,8,1.063,easy,standard,bleed_through,0.0,0.963,0.0
raw_ms_02596,images/raw_ms_02596.png,warm,sepia,6,1.062,easy,standard,salt_bloom,0.0,0.0,0.333
raw_ms_02597,images/raw_ms_02597.png,cool,sepia,6,1.044,medium,standard,stable_ink,0.0,0.031,0.0
raw_ms_02598,images/raw_ms_02598.png,warm,carbon,5,0.946,hard,foxed_noise,salt_bloom,0.07,0.07,0.103
raw_ms_02599,images/raw_ms_02599.png,neutral,sepia,5,1.076,medium,mixed_artifact,stable_ink,0.0,0.036,0.0
raw_ms_02600,images/raw_ms_02600.png,cool,carbon,8,1.005,medium,foxed_noise,abrasion,0.026,0.0,0.842
raw_ms_02601,images/raw_ms_02601.png,cool,iron_gall,6,1.056,hard,scanner_jitter,salt_bloom,0.073,0.0,0.176
raw_ms_02602,images/raw_ms_02602.png,neutral,iron_gall,8,0.934,medium,foxed_noise,bleed_through,0.0,0.793,0.024
raw_ms_02603,images/raw_ms_02603.png,neutral,iron_gall,9,0.968,medium,mixed_artifact,stable_ink,0.0,0.0,0.015
raw_ms_02604,images/raw_ms_02604.png,foxed,iron_gall,5,0.96,easy,standard,bleed_through,0.0,1.179,0.0
raw_ms_02605,images/raw_ms_02605.png,warm,sepia,6,1.122,hard,mixed_artifact,stable_ink,0.069,0.069,0.0
raw_ms_02606,images/raw_ms_02606.png,cool,carbon,5,1.069,easy,standard,abrasion,0.0,0.0,1.007
raw_ms_02607,images/raw_ms_02607.png,foxed,iron_gall,4,0.971,hard,scanner_jitter,stable_ink,0.066,0.0,0.038
raw_ms_02608,images/raw_ms_02608.png,warm,iron_gall,6,0.997,medium,standard,salt_bloom,0.035,0.0,0.264
raw_ms_02609,images/raw_ms_02609.png,warm,iron_gall,9,1.079,medium,mixed_artifact,feathering,0.719,0.0,0.022
raw_ms_02610,images/raw_ms_02610.png,foxed,iron_gall,4,0.918,hard,mixed_artifact,abrasion,0.063,0.063,0.332
raw_ms_02611,images/raw_ms_02611.png,warm,mixed,6,1.093,hard,scanner_jitter,stable_ink,0.047,0.047,0.0
raw_ms_02612,images/raw_ms_02612.png,cool,iron_gall,9,1.032,easy,standard,bleed_through,0.0,0.898,0.0
raw_ms_02613,images/raw_ms_02613.png,cool,carbon,4,1.083,medium,foxed_noise,bleed_through,0.0,0.558,0.016
raw_ms_02614,images/raw_ms_02614.png,foxed,iron_gall,7,0.885,medium,mixed_artifact,salt_bloom,0.02,0.0,0.247
raw_ms_02615,images/raw_ms_02615.png,foxed,mixed,9,1.13,medium,standard,stable_ink,0.0,0.0,0.034
raw_ms_02616,images/raw_ms_02616.png,cool,mixed,4,0.871,hard,low_contrast,stable_ink,0.0,0.077,0.077
raw_ms_02617,images/raw_ms_02617.png,neutral,mixed,5,0.914,hard,scanner_jitter,bleed_through,0.053,0.365,0.03
raw_ms_02618,images/raw_ms_02618.png,neutral,iron_gall,8,0.959,easy,standard,abrasion,0.0,0.0,1.127
raw_ms_02619,images/raw_ms_02619.png,warm,iron_gall,8,1.075,medium,standard,feathering,0.735,0.021,0.0
raw_ms_02620,images/raw_ms_02620.png,warm,carbon,5,0.902,hard,low_contrast,stable_ink,0.0,0.0,0.081
raw_ms_02621,images/raw_ms_02621.png,foxed,carbon,5,1.033,hard,mixed_artifact,stable_ink,0.085,0.0,0.049
raw_ms_02622,images/raw_ms_02622.png,warm,carbon,8,0.949,easy,standard,abrasion,0.0,0.0,1.075
raw_ms_02623,images/raw_ms_02623.png,foxed,iron_gall,5,0.919,medium,standard,abrasion,0.0,0.0,0.534
raw_ms_02624,images/raw_ms_02624.png,cool,sepia,8,0.931,easy,standard,bleed_through,0.0,0.974,0.0
raw_ms_02625,images/raw_ms_02625.png,cool,sepia,9,0.862,medium,scanner_jitter,stable_ink,0.0,0.0,0.01
raw_ms_02626,images/raw_ms_02626.png,neutral,carbon,4,0.989,easy,low_contrast,abrasion,0.0,0.0,1.069
raw_ms_02627,images/raw_ms_02627.png,neutral,iron_gall,7,1.075,hard,mixed_artifact,bleed_through,0.0,0.306,0.085
raw_ms_02628,images/raw_ms_02628.png,neutral,mixed,9,0.935,easy,standard,abrasion,0.0,0.0,1.169
raw_ms_02629,images/raw_ms_02629.png,warm,sepia,7,1.048,hard,low_contrast,abrasion,0.055,0.0,0.243
raw_ms_02630,images/raw_ms_02630.png,warm,iron_gall,9,1.096,medium,standard,feathering,0.569,0.034,0.0
raw_ms_02631,images/raw_ms_02631.png,warm,iron_gall,7,1.053,easy,low_contrast,salt_bloom,0.0,0.0,0.391
raw_ms_02632,images/raw_ms_02632.png,cool,mixed,6,1.135,hard,low_contrast,abrasion,0.071,0.0,0.475
raw_ms_02633,images/raw_ms_02633.png,cool,iron_gall,4,1.125,medium,scanner_jitter,salt_bloom,0.0,0.028,0.187
raw_ms_02634,images/raw_ms_02634.png,foxed,sepia,4,0.977,medium,foxed_noise,feathering,0.837,0.0,0.038
raw_ms_02635,images/raw_ms_02635.png,warm,sepia,9,0.965,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02636,images/raw_ms_02636.png,warm,carbon,6,1.134,easy,standard,salt_bloom,0.0,0.0,0.386
raw_ms_02637,images/raw_ms_02637.png,neutral,sepia,5,0.941,medium,low_contrast,feathering,0.847,0.02,0.0
raw_ms_02638,images/raw_ms_02638.png,neutral,sepia,7,1.017,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02639,images/raw_ms_02639.png,warm,carbon,6,0.969,easy,standard,abrasion,0.0,0.0,0.951
raw_ms_02640,images/raw_ms_02640.png,warm,mixed,4,0.879,medium,standard,feathering,0.761,0.03,0.0
raw_ms_02641,images/raw_ms_02641.png,warm,sepia,4,1.111,hard,low_contrast,feathering,0.269,0.0,0.09
raw_ms_02642,images/raw_ms_02642.png,warm,carbon,9,1.068,easy,standard,salt_bloom,0.0,0.0,0.381
raw_ms_02643,images/raw_ms_02643.png,warm,sepia,8,1.124,medium,standard,stable_ink,0.0,0.0,0.023
raw_ms_02644,images/raw_ms_02644.png,cool,carbon,7,1.09,medium,standard,salt_bloom,0.0,0.037,0.227
raw_ms_02645,images/raw_ms_02645.png,cool,iron_gall,8,1.15,medium,standard,salt_bloom,0.0,0.036,0.172
raw_ms_02646,images/raw_ms_02646.png,neutral,iron_gall,6,1.065,medium,standard,abrasion,0.0,0.0,0.793
raw_ms_02647,images/raw_ms_02647.png,cool,iron_gall,7,1.061,hard,foxed_noise,salt_bloom,0.078,0.078,0.216
raw_ms_02648,images/raw_ms_02648.png,warm,iron_gall,5,1.091,medium,scanner_jitter,abrasion,0.022,0.0,0.606
raw_ms_02649,images/raw_ms_02649.png,warm,sepia,6,1.106,easy,standard,bleed_through,0.0,0.975,0.0
raw_ms_02650,images/raw_ms_02650.png,neutral,carbon,4,1.065,medium,mixed_artifact,salt_bloom,0.021,0.0,0.249
raw_ms_02651,images/raw_ms_02651.png,cool,mixed,7,0.87,medium,foxed_noise,salt_bloom,0.022,0.0,0.275
raw_ms_02652,images/raw_ms_02652.png,foxed,sepia,4,0.884,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02653,images/raw_ms_02653.png,neutral,mixed,5,1.017,hard,scanner_jitter,salt_bloom,0.0,0.084,0.139
raw_ms_02654,images/raw_ms_02654.png,warm,iron_gall,7,1.034,hard,foxed_noise,feathering,0.362,0.0,0.06
raw_ms_02655,images/raw_ms_02655.png,neutral,iron_gall,4,1.054,hard,mixed_artifact,bleed_through,0.047,0.365,0.027
raw_ms_02656,images/raw_ms_02656.png,warm,iron_gall,4,1.051,hard,foxed_noise,salt_bloom,0.0,0.063,0.137
raw_ms_02657,images/raw_ms_02657.png,cool,sepia,8,0.968,medium,low_contrast,abrasion,0.019,0.0,0.547
raw_ms_02658,images/raw_ms_02658.png,neutral,sepia,8,1.002,easy,standard,feathering,1.038,0.0,0.0
raw_ms_02659,images/raw_ms_02659.png,warm,mixed,8,0.999,medium,low_contrast,salt_bloom,0.0,0.027,0.3
raw_ms_02660,images/raw_ms_02660.png,neutral,carbon,7,1.007,medium,foxed_noise,bleed_through,0.035,0.719,0.0
raw_ms_02661,images/raw_ms_02661.png,foxed,carbon,6,0.997,easy,standard,feathering,0.915,0.0,0.0
raw_ms_02662,images/raw_ms_02662.png,neutral,iron_gall,6,0.951,hard,standard,abrasion,0.059,0.059,0.354
raw_ms_02663,images/raw_ms_02663.png,foxed,iron_gall,6,0.971,medium,standard,stable_ink,0.039,0.0,0.0
raw_ms_02664,images/raw_ms_02664.png,foxed,carbon,5,1.044,medium,low_contrast,stable_ink,0.031,0.0,0.0
raw_ms_02665,images/raw_ms_02665.png,foxed,carbon,5,1.046,medium,standard,stable_ink,0.0,0.0,0.033
raw_ms_02666,images/raw_ms_02666.png,neutral,mixed,5,0.952,medium,foxed_noise,feathering,0.71,0.0,0.011
raw_ms_02667,images/raw_ms_02667.png,warm,carbon,5,0.978,medium,low_contrast,stable_ink,0.032,0.0,0.0
raw_ms_02668,images/raw_ms_02668.png,cool,carbon,7,0.898,hard,mixed_artifact,salt_bloom,0.088,0.088,0.093
raw_ms_02669,images/raw_ms_02669.png,neutral,sepia,8,0.997,medium,scanner_jitter,feathering,0.864,0.0,0.022
raw_ms_02670,images/raw_ms_02670.png,warm,carbon,7,0.942,medium,mixed_artifact,stable_ink,0.0,0.0,0.012
raw_ms_02671,images/raw_ms_02671.png,neutral,mixed,5,0.919,hard,foxed_noise,bleed_through,0.057,0.357,0.032
raw_ms_02672,images/raw_ms_02672.png,cool,iron_gall,8,1.137,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02673,images/raw_ms_02673.png,neutral,sepia,6,1.081,medium,standard,bleed_through,0.041,0.641,0.0
raw_ms_02674,images/raw_ms_02674.png,neutral,mixed,5,1.12,hard,low_contrast,salt_bloom,0.078,0.078,0.154
raw_ms_02675,images/raw_ms_02675.png,cool,carbon,9,1.026,medium,scanner_jitter,feathering,0.658,0.033,0.0
raw_ms_02676,images/raw_ms_02676.png,neutral,carbon,4,0.98,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02677,images/raw_ms_02677.png,cool,carbon,6,1.136,hard,standard,salt_bloom,0.056,0.056,0.208
raw_ms_02678,images/raw_ms_02678.png,warm,sepia,4,1.133,easy,standard,salt_bloom,0.0,0.0,0.36
raw_ms_02679,images/raw_ms_02679.png,warm,sepia,7,1.072,easy,standard,bleed_through,0.0,0.937,0.0
raw_ms_02680,images/raw_ms_02680.png,warm,carbon,6,0.999,medium,mixed_artifact,abrasion,0.031,0.0,0.747
raw_ms_02681,images/raw_ms_02681.png,foxed,sepia,7,0.907,medium,scanner_jitter,feathering,0.74,0.0,0.011
raw_ms_02682,images/raw_ms_02682.png,warm,mixed,4,1.068,medium,standard,bleed_through,0.0,0.696,0.012
raw_ms_02683,images/raw_ms_02683.png,foxed,iron_gall,8,1.144,medium,standard,stable_ink,0.0,0.0,0.023
raw_ms_02684,images/raw_ms_02684.png,foxed,carbon,4,0.889,hard,mixed_artifact,stable_ink,0.0,0.055,0.032
raw_ms_02685,images/raw_ms_02685.png,neutral,iron_gall,5,0.956,medium,foxed_noise,abrasion,0.0,0.019,0.878
raw_ms_02686,images/raw_ms_02686.png,foxed,carbon,4,1.145,medium,low_contrast,salt_bloom,0.0,0.0,0.215
raw_ms_02687,images/raw_ms_02687.png,foxed,sepia,4,0.893,hard,mixed_artifact,salt_bloom,0.089,0.089,0.148
raw_ms_02688,images/raw_ms_02688.png,neutral,mixed,9,1.058,easy,standard,feathering,0.987,0.0,0.0
raw_ms_02689,images/raw_ms_02689.png,neutral,iron_gall,8,1.095,medium,low_contrast,stable_ink,0.041,0.0,0.0
raw_ms_02690,images/raw_ms_02690.png,warm,mixed,7,1.057,hard,standard,feathering,0.398,0.081,0.046
raw_ms_02691,images/raw_ms_02691.png,warm,iron_gall,5,0.924,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02692,images/raw_ms_02692.png,warm,iron_gall,7,1.08,medium,foxed_noise,stable_ink,0.0,0.042,0.0
raw_ms_02693,images/raw_ms_02693.png,warm,iron_gall,4,0.982,medium,standard,salt_bloom,0.0,0.0,0.227
raw_ms_02694,images/raw_ms_02694.png,warm,sepia,4,0.881,hard,standard,abrasion,0.0,0.064,0.445
raw_ms_02695,images/raw_ms_02695.png,foxed,carbon,4,0.908,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02696,images/raw_ms_02696.png,neutral,carbon,6,1.007,hard,standard,feathering,0.474,0.089,0.051
raw_ms_02697,images/raw_ms_02697.png,neutral,carbon,5,0.891,hard,standard,bleed_through,0.0,0.487,0.059
raw_ms_02698,images/raw_ms_02698.png,neutral,carbon,9,0.974,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02699,images/raw_ms_02699.png,neutral,iron_gall,5,1.05,hard,mixed_artifact,feathering,0.607,0.054,0.031
raw_ms_02700,images/raw_ms_02700.png,warm,iron_gall,6,0.918,hard,mixed_artifact,abrasion,0.0,0.091,0.557
raw_ms_02701,images/raw_ms_02701.png,cool,iron_gall,5,1.107,easy,standard,feathering,0.852,0.0,0.0
raw_ms_02702,images/raw_ms_02702.png,cool,mixed,7,1.035,easy,standard,bleed_through,0.0,1.139,0.0
raw_ms_02703,images/raw_ms_02703.png,foxed,mixed,7,1.024,easy,standard,abrasion,0.0,0.0,0.964
raw_ms_02704,images/raw_ms_02704.png,cool,carbon,7,1.003,medium,low_contrast,abrasion,0.042,0.0,0.671
raw_ms_02705,images/raw_ms_02705.png,cool,carbon,8,1.132,easy,standard,feathering,1.083,0.0,0.0
raw_ms_02706,images/raw_ms_02706.png,neutral,mixed,4,0.964,hard,low_contrast,stable_ink,0.0,0.069,0.04
raw_ms_02707,images/raw_ms_02707.png,foxed,iron_gall,6,1.058,medium,standard,stable_ink,0.029,0.0,0.0
raw_ms_02708,images/raw_ms_02708.png,cool,iron_gall,5,0.988,hard,foxed_noise,bleed_through,0.051,0.371,0.029
raw_ms_02709,images/raw_ms_02709.png,neutral,iron_gall,4,0.884,medium,low_contrast,salt_bloom,0.0,0.029,0.264
raw_ms_02710,images/raw_ms_02710.png,neutral,iron_gall,4,1.064,hard,foxed_noise,feathering,0.269,0.064,0.064
raw_ms_02711,images/raw_ms_02711.png,warm,iron_gall,6,0.94,medium,mixed_artifact,feathering,0.803,0.037,0.0
raw_ms_02712,images/raw_ms_02712.png,neutral,mixed,4,1.035,medium,foxed_noise,salt_bloom,0.019,0.0,0.236
raw_ms_02713,images/raw_ms_02713.png,neutral,carbon,8,0.863,medium,low_contrast,stable_ink,0.028,0.0,0.0
raw_ms_02714,images/raw_ms_02714.png,warm,carbon,7,1.099,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02715,images/raw_ms_02715.png,neutral,carbon,7,0.954,medium,mixed_artifact,bleed_through,0.0,0.668,0.023
raw_ms_02716,images/raw_ms_02716.png,cool,mixed,8,1.134,easy,standard,salt_bloom,0.0,0.0,0.351
raw_ms_02717,images/raw_ms_02717.png,cool,carbon,6,0.977,hard,standard,salt_bloom,0.057,0.057,0.092
raw_ms_02718,images/raw_ms_02718.png,warm,iron_gall,8,0.893,easy,standard,bleed_through,0.0,1.062,0.0
raw_ms_02719,images/raw_ms_02719.png,cool,sepia,5,0.862,hard,foxed_noise,stable_ink,0.062,0.0,0.062
raw_ms_02720,images/raw_ms_02720.png,warm,iron_gall,6,0.957,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02721,images/raw_ms_02721.png,neutral,iron_gall,7,1.147,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02722,images/raw_ms_02722.png,foxed,iron_gall,4,0.976,easy,standard,feathering,1.138,0.0,0.0
raw_ms_02723,images/raw_ms_02723.png,cool,sepia,8,1.046,easy,standard,bleed_through,0.0,1.153,0.0
raw_ms_02724,images/raw_ms_02724.png,warm,carbon,5,0.864,hard,mixed_artifact,abrasion,0.0,0.049,0.612
raw_ms_02725,images/raw_ms_02725.png,foxed,iron_gall,8,0.974,medium,mixed_artifact,stable_ink,0.0,0.0,0.035
raw_ms_02726,images/raw_ms_02726.png,cool,mixed,5,0.966,hard,foxed_noise,stable_ink,0.065,0.065,0.0
raw_ms_02727,images/raw_ms_02727.png,warm,carbon,5,0.939,hard,foxed_noise,abrasion,0.051,0.051,0.243
raw_ms_02728,images/raw_ms_02728.png,neutral,sepia,5,1.026,medium,foxed_noise,abrasion,0.0,0.0,0.679
raw_ms_02729,images/raw_ms_02729.png,foxed,sepia,5,1.08,easy,standard,feathering,1.159,0.0,0.0
raw_ms_02730,images/raw_ms_02730.png,foxed,iron_gall,4,0.886,medium,standard,bleed_through,0.0,0.75,0.017
raw_ms_02731,images/raw_ms_02731.png,cool,sepia,9,0.928,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02732,images/raw_ms_02732.png,neutral,sepia,4,0.965,medium,standard,bleed_through,0.0,0.731,0.016
raw_ms_02733,images/raw_ms_02733.png,neutral,sepia,5,1.093,hard,mixed_artifact,abrasion,0.06,0.06,0.326
raw_ms_02734,images/raw_ms_02734.png,foxed,sepia,4,0.908,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02735,images/raw_ms_02735.png,cool,iron_gall,7,1.09,medium,foxed_noise,stable_ink,0.0,0.0,0.02
raw_ms_02736,images/raw_ms_02736.png,neutral,sepia,7,1.006,medium,standard,stable_ink,0.0,0.0,0.011
raw_ms_02737,images/raw_ms_02737.png,neutral,mixed,6,0.974,medium,scanner_jitter,stable_ink,0.0,0.0,0.032
raw_ms_02738,images/raw_ms_02738.png,warm,sepia,8,0.886,medium,foxed_noise,feathering,0.489,0.0,0.015
raw_ms_02739,images/raw_ms_02739.png,foxed,iron_gall,5,0.941,hard,low_contrast,bleed_through,0.0,0.419,0.05
raw_ms_02740,images/raw_ms_02740.png,neutral,carbon,5,1.064,medium,standard,bleed_through,0.0,0.596,0.018
raw_ms_02741,images/raw_ms_02741.png,neutral,sepia,5,1.145,hard,scanner_jitter,feathering,0.45,0.0,0.059
raw_ms_02742,images/raw_ms_02742.png,foxed,sepia,7,1.03,medium,foxed_noise,salt_bloom,0.0,0.0,0.294
raw_ms_02743,images/raw_ms_02743.png,cool,iron_gall,7,1.037,hard,foxed_noise,abrasion,0.0,0.075,0.562
raw_ms_02744,images/raw_ms_02744.png,warm,iron_gall,7,0.989,medium,scanner_jitter,feathering,0.508,0.0,0.021
raw_ms_02745,images/raw_ms_02745.png,foxed,mixed,6,1.004,easy,standard,salt_bloom,0.0,0.0,0.321
raw_ms_02746,images/raw_ms_02746.png,warm,carbon,9,1.06,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02747,images/raw_ms_02747.png,warm,iron_gall,4,1.053,easy,standard,abrasion,0.0,0.0,0.875
raw_ms_02748,images/raw_ms_02748.png,warm,sepia,4,1.036,hard,foxed_noise,abrasion,0.074,0.0,0.276
raw_ms_02749,images/raw_ms_02749.png,foxed,carbon,8,0.892,medium,standard,stable_ink,0.024,0.0,0.0
raw_ms_02750,images/raw_ms_02750.png,foxed,sepia,4,1.124,medium,mixed_artifact,bleed_through,0.0,0.667,0.02
raw_ms_02751,images/raw_ms_02751.png,neutral,sepia,9,1.068,easy,low_contrast,feathering,0.953,0.0,0.0
raw_ms_02752,images/raw_ms_02752.png,warm,iron_gall,5,1.098,hard,foxed_noise,stable_ink,0.048,0.0,0.027
raw_ms_02753,images/raw_ms_02753.png,cool,iron_gall,9,1.063,easy,standard,salt_bloom,0.0,0.0,0.33
raw_ms_02754,images/raw_ms_02754.png,warm,iron_gall,5,1.033,medium,scanner_jitter,feathering,0.817,0.022,0.0
raw_ms_02755,images/raw_ms_02755.png,warm,carbon,7,1.004,medium,standard,bleed_through,0.038,0.527,0.0
raw_ms_02756,images/raw_ms_02756.png,cool,sepia,9,1.048,medium,standard,abrasion,0.0,0.031,0.747
raw_ms_02757,images/raw_ms_02757.png,neutral,iron_gall,7,1.037,hard,foxed_noise,bleed_through,0.075,0.407,0.043
raw_ms_02758,images/raw_ms_02758.png,neutral,iron_gall,9,0.872,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02759,images/raw_ms_02759.png,warm,carbon,4,0.888,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02760,images/raw_ms_02760.png,foxed,carbon,5,1.098,easy,standard,bleed_through,0.0,0.995,0.0
raw_ms_02761,images/raw_ms_02761.png,neutral,carbon,7,1.075,medium,low_contrast,stable_ink,0.0,0.019,0.0
raw_ms_02762,images/raw_ms_02762.png,warm,carbon,8,1.102,medium,low_contrast,feathering,0.497,0.027,0.0
raw_ms_02763,images/raw_ms_02763.png,cool,iron_gall,9,0.944,medium,foxed_noise,bleed_through,0.0,0.822,0.03
raw_ms_02764,images/raw_ms_02764.png,foxed,mixed,7,0.953,medium,foxed_noise,salt_bloom,0.0,0.0,0.178
raw_ms_02765,images/raw_ms_02765.png,neutral,carbon,4,1.144,medium,foxed_noise,feathering,0.584,0.0,0.016
raw_ms_02766,images/raw_ms_02766.png,cool,iron_gall,9,1.127,medium,mixed_artifact,stable_ink,0.0,0.0,0.016
raw_ms_02767,images/raw_ms_02767.png,neutral,iron_gall,6,0.996,hard,mixed_artifact,salt_bloom,0.087,0.0,0.183
raw_ms_02768,images/raw_ms_02768.png,warm,iron_gall,5,0.92,easy,standard,salt_bloom,0.0,0.0,0.335
raw_ms_02769,images/raw_ms_02769.png,cool,iron_gall,7,0.973,medium,scanner_jitter,feathering,0.772,0.034,0.0
raw_ms_02770,images/raw_ms_02770.png,cool,sepia,6,1.024,medium,scanner_jitter,feathering,0.552,0.0,0.022
raw_ms_02771,images/raw_ms_02771.png,foxed,carbon,9,1.015,medium,scanner_jitter,stable_ink,0.0,0.0,0.017
raw_ms_02772,images/raw_ms_02772.png,neutral,iron_gall,6,0.951,medium,mixed_artifact,stable_ink,0.0,0.036,0.0
raw_ms_02773,images/raw_ms_02773.png,warm,iron_gall,7,1.15,hard,foxed_noise,salt_bloom,0.0,0.09,0.188
raw_ms_02774,images/raw_ms_02774.png,neutral,sepia,6,1.127,hard,low_contrast,salt_bloom,0.084,0.0,0.137
raw_ms_02775,images/raw_ms_02775.png,warm,carbon,8,0.986,medium,standard,feathering,0.579,0.0,0.011
raw_ms_02776,images/raw_ms_02776.png,cool,carbon,8,1.037,medium,standard,feathering,0.506,0.022,0.0
raw_ms_02777,images/raw_ms_02777.png,neutral,mixed,7,1.123,hard,scanner_jitter,abrasion,0.088,0.0,0.325
raw_ms_02778,images/raw_ms_02778.png,warm,sepia,8,1.142,medium,foxed_noise,stable_ink,0.0,0.037,0.0
raw_ms_02779,images/raw_ms_02779.png,neutral,sepia,8,1.018,medium,foxed_noise,bleed_through,0.0,0.783,0.023
raw_ms_02780,images/raw_ms_02780.png,warm,carbon,5,1.122,hard,low_contrast,abrasion,0.048,0.0,0.317
